ID,Name,Moves
35,clefairy,"""pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, growl, sing, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, fire-blast, skull-bash, amnesia, soft-boiled, dream-eater, flash, psywave, splash, rest, tri-attack, substitute, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, dynamic-punch, baton-pass, encore, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, facade, focus-punch, follow-me, helping-hand, trick, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, imprison, snatch, secret-power, hyper-voice, meteor-mash, fake-tears, cosmic-power, signal-beam, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, wake-up-slap, healing-wish, natural-gift, fling, lucky-chant, copycat, last-resort, drain-punch, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, bestow, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, moonblast, confide, mystical-fire, dazzling-gleam, power-up-punch, spotlight, life-dew, meteor-beam, misty-explosion, dual-wingbeat"""
36,clefable,"""pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, growl, sing, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, fire-blast, skull-bash, amnesia, soft-boiled, dream-eater, flash, psywave, splash, rest, tri-attack, substitute, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, dynamic-punch, baton-pass, encore, iron-tail, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, facade, focus-punch, follow-me, helping-hand, trick, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, imprison, snatch, secret-power, hyper-voice, meteor-mash, fake-tears, cosmic-power, signal-beam, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, healing-wish, natural-gift, fling, copycat, last-resort, drain-punch, focus-blast, giga-impact, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, moonblast, confide, mystical-fire, dazzling-gleam, power-up-punch, spotlight, laser-focus, life-dew, meteor-beam, misty-explosion, dual-wingbeat"""
37,vulpix,"""headbutt, tackle, body-slam, take-down, double-edge, tail-whip, roar, disable, ember, flamethrower, fire-spin, dig, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, snore, curse, flail, spite, protect, feint-attack, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, encore, iron-tail, hidden-power, sunny-day, psych-up, heat-wave, will-o-wisp, memento, facade, role-play, imprison, grudge, secret-power, weather-ball, overheat, extrasensory, howl, covet, natural-gift, payback, power-swap, flare-blitz, dark-pulse, energy-ball, zen-headbutt, captivate, ominous-wind, flame-burst, flame-charge, foul-play, round, hex, incinerate, inferno, tail-slap, confide, mystical-fire, baby-doll-eyes, burning-jealousy"""
38,ninetales,"""headbutt, tackle, body-slam, take-down, double-edge, tail-whip, roar, disable, ember, flamethrower, hyper-beam, solar-beam, fire-spin, dig, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, confuse-ray, reflect, bide, fire-blast, swift, skull-bash, dream-eater, rest, substitute, snore, curse, spite, protect, endure, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, encore, iron-tail, hidden-power, sunny-day, psych-up, shadow-ball, heat-wave, will-o-wisp, facade, role-play, imprison, grudge, secret-power, weather-ball, fake-tears, overheat, extrasensory, covet, calm-mind, natural-gift, payback, power-swap, flare-blitz, dark-pulse, energy-ball, giga-impact, nasty-plot, zen-headbutt, captivate, ominous-wind, psyshock, flame-charge, foul-play, round, stored-power, hex, incinerate, inferno, tail-slap, confide, mystical-fire, laser-focus, burning-jealousy, scorching-sands"""
39,jigglypuff,"""pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, screech, double-team, defense-curl, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, stockpile, spit-up, swallow, facade, focus-punch, taunt, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, snatch, secret-power, hyper-voice, fake-tears, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, wake-up-slap, gyro-ball, natural-gift, fling, copycat, last-resort, dark-pulse, drain-punch, energy-ball, nasty-plot, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, psyshock, telekinesis, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-rough, play-nice, confide, dazzling-gleam, power-up-punch, body-press, steel-roller, misty-explosion, tera-blast, ice-spinner, trailblaze, chilling-water"""
40,wigglytuff,"""pound, double-slap, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, dig, toxic, psychic, rage, teleport, mimic, screech, double-team, minimize, defense-curl, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, pain-split, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, stockpile, spit-up, swallow, facade, focus-punch, taunt, helping-hand, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, snatch, secret-power, hyper-voice, fake-tears, bounce, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, gyro-ball, natural-gift, fling, copycat, last-resort, dark-pulse, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, zen-headbutt, captivate, stealth-rock, grass-knot, charge-beam, psyshock, telekinesis, magic-room, round, echoed-voice, stored-power, ally-switch, incinerate, retaliate, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, power-up-punch, laser-focus, body-press, expanding-force, steel-roller, misty-explosion, tera-blast, ice-spinner, trailblaze, chilling-water"""
41,zubat,"""razor-wind, gust, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, bite, supersonic, absorb, mega-drain, toxic, hypnosis, agility, quick-attack, rage, mimic, double-team, confuse-ray, haze, bide, swift, leech-life, rest, super-fang, substitute, thief, snore, curse, protect, feint-attack, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, pursuit, hidden-power, twister, rain-dance, sunny-day, crunch, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, nasty-plot, zen-headbutt, defog, captivate, ominous-wind, venoshock, round, quick-guard, acrobatics, confide, venom-drench, dual-wingbeat"""
42,golbat,"""razor-wind, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, bite, supersonic, hyper-beam, absorb, mega-drain, toxic, agility, quick-attack, rage, mimic, screech, double-team, confuse-ray, haze, bide, swift, leech-life, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, crunch, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, assurance, air-slash, brave-bird, giga-impact, nasty-plot, zen-headbutt, defog, captivate, ominous-wind, venoshock, round, quick-guard, acrobatics, confide, venom-drench, dual-wingbeat"""
43,oddish,"""swords-dance, cut, headbutt, take-down, double-edge, acid, absorb, mega-drain, leech-seed, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, ingrain, secret-power, teeter-dance, tickle, bullet-seed, natural-gift, gastro-acid, lucky-chant, worry-seed, seed-bomb, energy-ball, captivate, grass-knot, venoshock, after-you, round, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, strength-sap, grassy-glide"""
44,gloom,"""swords-dance, cut, headbutt, take-down, double-edge, acid, absorb, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, secret-power, bullet-seed, natural-gift, fling, gastro-acid, lucky-chant, worry-seed, seed-bomb, drain-punch, energy-ball, captivate, grass-knot, venoshock, after-you, round, petal-blizzard, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, grassy-glide"""
45,vileplume,"""swords-dance, cut, headbutt, body-slam, take-down, double-edge, acid, hyper-beam, absorb, mega-drain, growth, solar-beam, poison-powder, stun-spore, sleep-powder, petal-dance, toxic, rage, mimic, double-team, reflect, bide, flash, rest, substitute, snore, curse, protect, sludge-bomb, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, sweet-scent, synthesis, moonlight, hidden-power, sunny-day, facade, nature-power, secret-power, aromatherapy, bullet-seed, natural-gift, fling, gastro-acid, worry-seed, seed-bomb, drain-punch, energy-ball, giga-impact, captivate, grass-knot, venoshock, sludge-wave, after-you, round, petal-blizzard, grassy-terrain, moonblast, confide, dazzling-gleam, infestation, pollen-puff, grassy-glide, corrosive-gas"""
46,paras,"""scratch, swords-dance, cut, headbutt, body-slam, take-down, double-edge, psybeam, counter, absorb, mega-drain, leech-seed, growth, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, dig, toxic, agility, rage, mimic, screech, double-team, light-screen, reflect, bide, skull-bash, leech-life, spore, flash, fury-swipes, rest, slash, substitute, thief, snore, curse, flail, protect, sludge-bomb, giga-drain, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, pursuit, sweet-scent, metal-claw, synthesis, hidden-power, sunny-day, rock-smash, facade, nature-power, brick-break, knock-off, secret-power, aromatherapy, bullet-seed, aerial-ace, natural-gift, worry-seed, seed-bomb, x-scissor, energy-ball, cross-poison, captivate, grass-knot, bug-bite, hone-claws, wide-guard, venoshock, rage-powder, after-you, round, struggle-bug, rototiller, fell-stinger, grassy-terrain, confide"""
47,parasect,"""scratch, swords-dance, cut, headbutt, body-slam, take-down, double-edge, hyper-beam, counter, absorb, mega-drain, leech-seed, growth, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, dig, toxic, rage, mimic, screech, double-team, light-screen, reflect, bide, skull-bash, leech-life, spore, flash, fury-swipes, rest, slash, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, sweet-scent, synthesis, hidden-power, sunny-day, rock-smash, facade, nature-power, brick-break, knock-off, secret-power, aromatherapy, bullet-seed, aerial-ace, natural-gift, worry-seed, seed-bomb, x-scissor, energy-ball, giga-impact, cross-poison, captivate, grass-knot, bug-bite, hone-claws, venoshock, rage-powder, after-you, round, struggle-bug, confide, throat-chop"""
48,venonat,"""headbutt, tackle, take-down, double-edge, supersonic, disable, psybeam, mega-drain, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, toxic, confusion, psychic, agility, rage, night-shade, mimic, screech, double-team, confuse-ray, reflect, bide, swift, leech-life, flash, psywave, rest, substitute, thief, snore, curse, protect, sludge-bomb, foresight, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, baton-pass, sweet-scent, morning-sun, hidden-power, sunny-day, facade, skill-swap, secret-power, poison-fang, signal-beam, natural-gift, toxic-spikes, bug-buzz, energy-ball, zen-headbutt, captivate, bug-bite, venoshock, rage-powder, acid-spray, round, struggle-bug, confide, infestation, tera-blast, pounce"""
49,venomoth,"""razor-wind, gust, whirlwind, headbutt, tackle, take-down, double-edge, supersonic, disable, psybeam, hyper-beam, mega-drain, solar-beam, poison-powder, stun-spore, sleep-powder, string-shot, toxic, confusion, psychic, agility, rage, teleport, night-shade, mimic, screech, double-team, confuse-ray, reflect, bide, swift, dream-eater, leech-life, flash, psywave, rest, substitute, thief, snore, curse, protect, sludge-bomb, foresight, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, baton-pass, sweet-scent, hidden-power, twister, sunny-day, facade, skill-swap, secret-power, poison-fang, air-cutter, silver-wind, signal-beam, aerial-ace, roost, natural-gift, tailwind, u-turn, toxic-spikes, air-slash, bug-buzz, energy-ball, giga-impact, zen-headbutt, defog, captivate, bug-bite, ominous-wind, venoshock, quiver-dance, acid-spray, round, acrobatics, struggle-bug, confide, infestation, tera-blast, pounce"""
50,diglett,"""scratch, swords-dance, cut, sand-attack, headbutt, body-slam, take-down, double-edge, growl, earthquake, fissure, dig, toxic, agility, rage, mimic, screech, double-team, bide, fury-swipes, rest, rock-slide, slash, substitute, thief, snore, curse, reversal, protect, feint-attack, sludge-bomb, mud-slap, sandstorm, endure, charm, swagger, attract, sleep-talk, return, frustration, magnitude, pursuit, hidden-power, sunny-day, ancient-power, rock-smash, beat-up, uproar, memento, facade, helping-hand, secret-power, astonish, rock-tomb, aerial-ace, mud-shot, rock-blast, natural-gift, assurance, sucker-punch, earth-power, shadow-claw, mud-bomb, stone-edge, captivate, stealth-rock, hone-claws, foul-play, round, echoed-voice, ally-switch, final-gambit, bulldoze, work-up, confide, stomping-tantrum, scorching-sands, tera-blast"""
